timestamp,fundingRate
2026-02-28 08:00:00.000,-3.619e-05
2026-02-28 16:00:00.004,-0.00016932
2026-03-01 00:00:00.005,2.641e-05
2026-03-01 08:00:00.000,7.507e-05
2026-03-01 16:00:00.002,7.59e-05
2026-03-02 00:00:00.001,7.769e-05
2026-03-02 08:00:00.007,-0.00010314
2026-03-02 16:00:00.000,-0.0001909
2026-03-03 00:00:00.000,-3.698e-05
2026-03-03 08:00:00.000,-2.53e-06
2026-03-03 16:00:00.007,-1.59e-06
2026-03-04 00:00:00.001,1.475e-05
2026-03-04 08:00:00.005,-0.00012545
2026-03-04 16:00:00.000,-0.00031803
2026-03-05 00:00:00.000,-6.508e-05
2026-03-05 08:00:00.000,-8.872e-05
2026-03-05 16:00:00.004,0.0001
2026-03-06 00:00:00.001,0.0001
2026-03-06 08:00:00.001,0.0001
2026-03-06 16:00:00.004,6.61e-06
2026-03-07 00:00:00.001,0.0001
2026-03-07 08:00:00.012,-3.065e-05
2026-03-07 16:00:00.001,-6.905e-05
2026-03-08 00:00:00.001,-8.708e-05
2026-03-08 08:00:00.000,0.0001
2026-03-08 16:00:00.002,9.757e-05
2026-03-09 00:00:00.000,-9.584e-05
2026-03-09 08:00:00.004,0.0001
2026-03-09 16:00:00.003,4.756e-05
2026-03-10 00:00:00.012,5.846e-05
2026-03-10 08:00:00.002,0.0001
2026-03-10 16:00:00.001,1.827e-05
2026-03-11 00:00:00.000,5.45e-06
2026-03-11 08:00:00.007,0.0001
2026-03-11 16:00:00.010,-6.503e-05
2026-03-12 00:00:00.000,9.656e-05
2026-03-12 08:00:00.000,-1.654e-05
2026-03-12 16:00:00.000,-8.659e-05
2026-03-13 00:00:00.006,7.396e-05
2026-03-13 08:00:00.001,0.0001
2026-03-13 16:00:00.000,9.599e-05
2026-03-14 00:00:00.001,0.0001
2026-03-14 08:00:00.000,-2.483e-05
2026-03-14 16:00:00.007,-1.661e-05
2026-03-15 00:00:00.000,-0.00014675
2026-03-15 08:00:00.000,0.0001
2026-03-15 16:00:00.000,0.0001
2026-03-16 00:00:00.000,6.13e-06
2026-03-16 08:00:00.010,0.0001
2026-03-16 16:00:00.000,7.448e-05
2026-03-17 00:00:00.000,8.332e-05
2026-03-17 08:00:00.002,0.0001
2026-03-17 16:00:00.011,4.018e-05
2026-03-18 00:00:00.002,0.0001
2026-03-18 08:00:00.002,3.685e-05
2026-03-18 16:00:00.005,-0.00025107
2026-03-19 00:00:00.000,-2.701e-05
2026-03-19 08:00:00.003,1.084e-05
2026-03-19 16:00:00.003,0.0001
2026-03-20 00:00:00.002,9.58e-05
2026-03-20 08:00:00.000,6.24e-06
2026-03-20 16:00:00.000,5.334e-05
2026-03-21 00:00:00.000,4.328e-05
2026-03-21 08:00:00.000,-0.0001122
2026-03-21 16:00:00.014,-5.227e-05
2026-03-22 00:00:00.012,-1.877e-05
2026-03-22 08:00:00.007,-0.00018353
2026-03-22 16:00:00.002,-0.00026948
2026-03-23 00:00:00.000,-6.257e-05
2026-03-23 08:00:00.003,7.89e-05
2026-03-23 16:00:00.002,3.805e-05
2026-03-24 00:00:00.000,-2.013e-05
2026-03-24 08:00:00.000,9.53e-05
2026-03-24 16:00:00.003,0.0001
2026-03-25 00:00:00.000,0.0001
2026-03-25 08:00:00.000,0.0001
2026-03-25 16:00:00.013,0.0001
2026-03-26 00:00:00.001,0.0001
2026-03-26 08:00:00.001,-4.55e-06
2026-03-26 16:00:00.000,7.621e-05
2026-03-27 00:00:00.006,-9.32e-06
2026-03-27 08:00:00.000,0.0001
2026-03-27 16:00:00.000,-0.00016335
2026-03-28 00:00:00.005,-0.00024989
2026-03-28 08:00:00.005,-0.00010211
2026-03-28 16:00:00.000,-0.00013711
2026-03-29 00:00:00.003,7.93e-06
2026-03-29 08:00:00.001,0.0001
2026-03-29 16:00:00.000,-9.564e-05
2026-03-30 00:00:00.000,-4.645e-05
2026-03-30 08:00:00.005,6.063e-05
2026-03-30 16:00:00.000,0.0001
2026-03-31 00:00:00.000,-9.35e-06
2026-03-31 08:00:00.000,0.0001
2026-03-31 16:00:00.000,-1.76e-05
2026-04-01 00:00:00.000,-2.877e-05
2026-04-01 08:00:00.000,0.0001
2026-04-01 16:00:00.000,4.123e-05
2026-04-02 00:00:00.003,4.119e-05
2026-04-02 08:00:00.001,-1.361e-05
2026-04-02 16:00:00.001,6.548e-05
2026-04-03 00:00:00.000,0.0001
2026-04-03 08:00:00.008,0.0001
2026-04-03 16:00:00.008,4.761e-05
2026-04-04 00:00:00.000,0.0001
2026-04-04 08:00:00.003,-0.00026531
2026-04-04 16:00:00.000,6.355e-05
2026-04-05 00:00:00.008,5.96e-05
2026-04-05 08:00:00.000,-0.00010948
2026-04-05 16:00:00.001,-0.00010493
2026-04-06 00:00:00.004,-9.494e-05
2026-04-06 08:00:00.001,0.0001
2026-04-06 16:00:00.003,0.0001
2026-04-07 00:00:00.000,0.0001
2026-04-07 08:00:00.000,0.0001
2026-04-07 16:00:00.000,1.158e-05
2026-04-08 00:00:00.000,0.0001
2026-04-08 08:00:00.000,0.0001
2026-04-08 16:00:00.006,0.0001
2026-04-09 00:00:00.000,0.0001
2026-04-09 08:00:00.010,0.0001
2026-04-09 16:00:00.001,6.384e-05
2026-04-10 00:00:00.000,0.0001
2026-04-10 08:00:00.005,-2.361e-05
2026-04-10 16:00:00.000,1.694e-05
2026-04-11 00:00:00.000,0.0001
2026-04-11 08:00:00.000,2.8e-06
2026-04-11 16:00:00.003,0.0001
2026-04-12 00:00:00.000,0.0001
2026-04-12 08:00:00.000,-3.321e-05
2026-04-12 16:00:00.000,3.546e-05
2026-04-13 00:00:00.011,4.32e-05
2026-04-13 08:00:00.006,3.244e-05
2026-04-13 16:00:00.000,-4.383e-05
2026-04-14 00:00:00.005,-0.00011966
2026-04-14 08:00:00.003,0.0001
2026-04-14 16:00:00.001,4.786e-05
2026-04-15 00:00:00.000,0.0001
2026-04-15 08:00:00.000,0.0001
2026-04-15 16:00:00.000,0.0001
2026-04-16 00:00:00.013,-2.438e-05
2026-04-16 08:00:00.000,0.0001
2026-04-16 16:00:00.000,7.736e-05
2026-04-17 00:00:00.001,0.0001
2026-04-17 08:00:00.011,0.0001
2026-04-17 16:00:00.001,-0.00011779
2026-04-18 00:00:00.001,-1.808e-05
2026-04-18 08:00:00.006,0.0001
2026-04-18 16:00:00.000,0.0001
2026-04-19 00:00:00.002,6.681e-05
2026-04-19 08:00:00.010,-4.703e-05
2026-04-19 16:00:00.001,4.939e-05
2026-04-20 00:00:00.000,-2.657e-05
2026-04-20 08:00:00.000,-6.038e-05
2026-04-20 16:00:00.001,5.185e-05
2026-04-21 00:00:00.000,-7.983e-05
2026-04-21 08:00:00.004,4.386e-05
2026-04-21 16:00:00.004,0.0001
2026-04-22 00:00:00.004,0.0001
2026-04-22 08:00:00.000,0.0001
2026-04-22 16:00:00.000,-0.00012478
2026-04-23 00:00:00.000,0.0001
2026-04-23 08:00:00.000,2.061e-05
2026-04-23 16:00:00.004,0.0001
2026-04-24 00:00:00.006,0.0001
2026-04-24 08:00:00.000,9.4e-06
2026-04-24 16:00:00.000,0.0001
2026-04-25 00:00:00.000,-7.63e-06
2026-04-25 08:00:00.002,0.0001
2026-04-25 16:00:00.002,-2.703e-05
2026-04-26 00:00:00.003,0.0001
2026-04-26 08:00:00.007,-1.714e-05
2026-04-26 16:00:00.004,9.29e-05
2026-04-27 00:00:00.004,-5.792e-05
2026-04-27 08:00:00.000,-0.00012796
2026-04-27 16:00:00.002,-0.00012626
2026-04-28 00:00:00.001,8.449e-05
2026-04-28 08:00:00.000,0.0001
2026-04-28 16:00:00.004,0.0001
2026-04-29 00:00:00.006,2.408e-05
2026-04-29 08:00:00.011,0.0001
2026-04-29 16:00:00.003,1.181e-05
2026-04-30 00:00:00.002,-2.149e-05
2026-04-30 08:00:00.000,-2.924e-05
2026-04-30 16:00:00.000,-5.014e-05
2026-05-01 00:00:00.000,-1.864e-05
2026-05-01 08:00:00.005,3.12e-06
2026-05-01 16:00:00.000,0.0001
2026-05-02 00:00:00.006,-2.846e-05
2026-05-02 08:00:00.000,-0.00011635
2026-05-02 16:00:00.010,0.0001
2026-05-03 00:00:00.005,-7.086e-05
2026-05-03 08:00:00.003,-0.0001073
2026-05-03 16:00:00.000,5.921e-05
2026-05-04 00:00:00.000,0.0001
2026-05-04 08:00:00.000,5.65e-06
2026-05-04 16:00:00.003,-8.168e-05
2026-05-05 00:00:00.000,0.0001
2026-05-05 08:00:00.011,7.113e-05
2026-05-05 16:00:00.000,-5.32e-06
