timestamp,openInterestValue
2026-06-04 14:00:00,115418451.95793694
2026-06-04 15:00:00,115633157.64263932
2026-06-04 16:00:00,118529597.712
2026-06-04 17:00:00,120480826.752
2026-06-04 18:00:00,117499074.57147968
2026-06-04 19:00:00,117639004.14
2026-06-04 20:00:00,115418756.56798054
2026-06-04 21:00:00,113507665.011
2026-06-04 22:00:00,110591921.47528368
2026-06-04 23:00:00,109970047.81964795
2026-06-05 00:00:00,109568640.34519392
2026-06-05 01:00:00,111205295.388
2026-06-05 02:00:00,110140886.479
2026-06-05 03:00:00,101297417.0826176
2026-06-05 04:00:00,103994635.758
2026-06-05 05:00:00,106227607.566
2026-06-05 06:00:00,105217370.72
2026-06-05 07:00:00,102774422.98236656
2026-06-05 08:00:00,104101818.87973952
2026-06-05 09:00:00,102550231.392
2026-06-05 10:00:00,102850645.428
2026-06-05 11:00:00,99943976.292
2026-06-05 12:00:00,99318511.43702503
2026-06-05 13:00:00,100141106.138
2026-06-05 14:00:00,97494068.0
2026-06-05 15:00:00,97157985.07586288
2026-06-05 16:00:00,99181469.14993946
2026-06-05 17:00:00,96890068.68416207
2026-06-05 18:00:00,95117692.82850072
2026-06-05 19:00:00,90054835.257
2026-06-05 20:00:00,94567404.61373857
2026-06-05 21:00:00,95232062.64738885
2026-06-05 22:00:00,92445718.7528447
2026-06-05 23:00:00,91099610.52641816
2026-06-06 00:00:00,91247218.076
2026-06-06 01:00:00,91773434.67033853
2026-06-06 02:00:00,91530435.99454342
2026-06-06 03:00:00,91030547.22317262
2026-06-06 04:00:00,90397807.11472018
2026-06-06 05:00:00,88962434.484
2026-06-06 06:00:00,91335666.80839328
2026-06-06 07:00:00,91344228.88
2026-06-06 08:00:00,91571193.09
2026-06-06 09:00:00,91887874.32
2026-06-06 10:00:00,90488285.58427618
2026-06-06 11:00:00,90111534.90301032
2026-06-06 12:00:00,90311279.58021909
2026-06-06 13:00:00,90691152.12
2026-06-06 14:00:00,89881306.144
2026-06-06 15:00:00,88967105.49678326
2026-06-06 16:00:00,90919248.355
2026-06-06 17:00:00,91037669.837
2026-06-06 18:00:00,89873714.16921888
2026-06-06 19:00:00,90339091.464
2026-06-06 20:00:00,90125981.76263598
2026-06-06 21:00:00,90556474.84
2026-06-06 22:00:00,90953972.70265464
2026-06-06 23:00:00,89797082.287
2026-06-07 00:00:00,90282399.434
2026-06-07 01:00:00,91614624.39
2026-06-07 02:00:00,94556454.31282029
