timestamp,openInterestValue
2026-06-04 14:00:00,9043878.252
2026-06-04 15:00:00,9152070.35659575
2026-06-04 16:00:00,9254872.41187392
2026-06-04 17:00:00,9273105.4464
2026-06-04 18:00:00,9115422.525
2026-06-04 19:00:00,9204485.5045
2026-06-04 20:00:00,9123477.24762072
2026-06-04 21:00:00,8968529.73372843
2026-06-04 22:00:00,8630355.11335788
2026-06-04 23:00:00,8710909.31817156
2026-06-05 00:00:00,8722377.2989
2026-06-05 01:00:00,8629838.08123362
2026-06-05 02:00:00,8727492.68094892
2026-06-05 03:00:00,8509406.74394575
2026-06-05 04:00:00,8523348.74020896
2026-06-05 05:00:00,8713070.6967
2026-06-05 06:00:00,8395749.3298968
2026-06-05 07:00:00,8128501.6112
2026-06-05 08:00:00,8299828.9656
2026-06-05 09:00:00,8149973.4996658
2026-06-05 10:00:00,8332538.37804213
2026-06-05 11:00:00,8214469.07639967
2026-06-05 12:00:00,8194525.0752
2026-06-05 13:00:00,8116429.36015584
2026-06-05 14:00:00,7910209.0107
2026-06-05 15:00:00,8056467.49065639
2026-06-05 16:00:00,7946182.73751036
2026-06-05 17:00:00,8263724.9169735
2026-06-05 18:00:00,8115821.3655
2026-06-05 19:00:00,7821752.96690238
2026-06-05 20:00:00,8027044.5743792
2026-06-05 21:00:00,8172108.3756
2026-06-05 22:00:00,8201358.1125
2026-06-05 23:00:00,8125852.4124
2026-06-06 00:00:00,8122178.90748726
2026-06-06 01:00:00,8161536.7002
2026-06-06 02:00:00,8072608.6584
2026-06-06 03:00:00,8033546.37152518
2026-06-06 04:00:00,8038724.0892482
2026-06-06 05:00:00,7875178.279
2026-06-06 06:00:00,8079947.1554
2026-06-06 07:00:00,8015832.8688
2026-06-06 08:00:00,8057522.03002414
2026-06-06 09:00:00,8218276.8101
2026-06-06 10:00:00,8051112.6577
2026-06-06 11:00:00,8073868.61931313
2026-06-06 12:00:00,8241529.15321676
2026-06-06 13:00:00,8246203.77435834
2026-06-06 14:00:00,8160574.62477801
2026-06-06 15:00:00,8130768.348
2026-06-06 16:00:00,8062831.5165
2026-06-06 17:00:00,8159878.8972
2026-06-06 18:00:00,8036533.94608526
2026-06-06 19:00:00,8069541.7047
2026-06-06 20:00:00,8007289.4952
2026-06-06 21:00:00,7970829.2003
2026-06-06 22:00:00,8000706.4956
2026-06-06 23:00:00,8023548.06950535
2026-06-07 00:00:00,8067554.037
2026-06-07 01:00:00,8020108.6266
2026-06-07 02:00:00,8142536.5868
2026-06-07 03:00:00,8167628.98
2026-06-07 04:00:00,8164254.1890855
2026-06-07 05:00:00,8150042.59845
2026-06-07 06:00:00,8165794.40308098
2026-06-07 07:00:00,8213350.938
2026-06-07 08:00:00,8227650.7326
2026-06-07 09:00:00,8395678.6962
2026-06-07 10:00:00,8343582.8245
2026-06-07 11:00:00,8215701.7287179
2026-06-07 12:00:00,8213035.70961181
2026-06-07 13:00:00,8023257.03768536
2026-06-07 14:00:00,8044810.78919672
2026-06-07 15:00:00,8122211.07334
2026-06-07 16:00:00,8059286.0802
2026-06-07 17:00:00,8075109.3163779
2026-06-07 18:00:00,8066705.2143
2026-06-07 19:00:00,7943270.0672
2026-06-07 20:00:00,7660314.396
2026-06-07 21:00:00,7747119.2485803
2026-06-07 22:00:00,7765351.0596
2026-06-07 23:00:00,7935741.3058
2026-06-08 00:00:00,7981900.304
2026-06-08 01:00:00,8059851.8078
2026-06-08 02:00:00,7915025.0305
2026-06-08 03:00:00,7864704.58
2026-06-08 04:00:00,7843609.536
2026-06-08 05:00:00,7721539.51769408
2026-06-08 06:00:00,7723573.6812
2026-06-08 07:00:00,7768480.8115
2026-06-08 08:00:00,7828140.7971
2026-06-08 09:00:00,7761643.63851114
2026-06-08 10:00:00,7843927.06631313
2026-06-08 11:00:00,7823395.75195707
2026-06-08 12:00:00,7942713.25686136
2026-06-08 13:00:00,7983659.4968
2026-06-08 14:00:00,7944344.14162032
2026-06-08 15:00:00,8002618.15526488
2026-06-08 16:00:00,7973179.6859
2026-06-08 17:00:00,7960043.22116328
2026-06-08 18:00:00,8006995.115
2026-06-08 19:00:00,7902549.47978937
2026-06-08 20:00:00,7913864.012
2026-06-08 21:00:00,7932850.541
2026-06-08 22:00:00,7910923.3536415
2026-06-08 23:00:00,7880292.53225
2026-06-09 00:00:00,7848148.42805508
2026-06-09 01:00:00,7738669.49706468
2026-06-09 02:00:00,7759583.6604648
2026-06-09 03:00:00,7745187.3605
2026-06-09 04:00:00,7754831.175
2026-06-09 05:00:00,7817958.8916
2026-06-09 06:00:00,7840922.2255
2026-06-09 07:00:00,7837593.81837012
2026-06-09 08:00:00,7843935.07393262
2026-06-09 09:00:00,7811639.413
2026-06-09 10:00:00,7773932.145
2026-06-09 11:00:00,7755327.2410896
2026-06-09 12:00:00,7809578.01756405
2026-06-09 13:00:00,7870910.76342
2026-06-09 14:00:00,7868417.11235454
2026-06-09 15:00:00,7818357.0635
2026-06-09 16:00:00,7720731.1424944
2026-06-09 17:00:00,7880985.93481516
2026-06-09 18:00:00,7889145.42
2026-06-09 19:00:00,7931059.46689602
2026-06-09 20:00:00,7945568.414
2026-06-09 21:00:00,7982924.3567826
2026-06-09 22:00:00,7912999.3185
2026-06-09 23:00:00,7857382.6618104
2026-06-10 00:00:00,7915315.7444
2026-06-10 01:00:00,7946328.1911
2026-06-10 02:00:00,7925759.39
2026-06-10 03:00:00,7859215.91944653
2026-06-10 04:00:00,7924086.1393747
2026-06-10 05:00:00,7928834.4124
2026-06-10 06:00:00,7869891.22005
2026-06-10 07:00:00,7923593.3348891
2026-06-10 08:00:00,7963407.4568436
2026-06-10 09:00:00,7891710.2513
2026-06-10 10:00:00,7871343.6312
2026-06-10 11:00:00,7896577.243
2026-06-10 12:00:00,7814524.2336
2026-06-10 13:00:00,7974537.7848
2026-06-10 14:00:00,8114760.5544067
2026-06-10 15:00:00,8106496.41075575
2026-06-10 16:00:00,8145719.2248
2026-06-10 17:00:00,7993565.9403627
2026-06-10 18:00:00,7940529.9014076
2026-06-10 19:00:00,7963553.4140365
2026-06-10 20:00:00,7889453.20145877
2026-06-10 21:00:00,7870415.2995
2026-06-10 22:00:00,7734975.69050235
2026-06-10 23:00:00,7773690.144
2026-06-11 00:00:00,7850209.1126
2026-06-11 01:00:00,7958267.70862368
2026-06-11 02:00:00,8028303.984
2026-06-11 03:00:00,7986244.85994474
2026-06-11 04:00:00,8094378.50425143
2026-06-11 05:00:00,8118261.908
2026-06-11 06:00:00,8064022.77124936
